[2019-05-27 09:55:49,201] Starting training with params:
[2019-05-27 17:13:59,592] Valid metrics: loss: 0.66367 | metrics.Dice: -0.55022

[2019-05-27 17:13:59,633] Epoch 77 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:16:07,466] Train metrics: loss: 0.67364 | metrics.Dice: -0.56371 | grad: 0.72866
[2019-05-27 17:16:07,466] Valid metrics: loss: 0.66808 | metrics.Dice: -0.54230

[2019-05-27 17:16:07,466] Epoch 78 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:18:11,288] Train metrics: loss: 0.66708 | metrics.Dice: -0.57040 | grad: 0.74348
[2019-05-27 17:18:11,288] Valid metrics: loss: 0.66776 | metrics.Dice: -0.55022

[2019-05-27 17:18:11,326] Epoch 79 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:20:13,934] Train metrics: loss: 0.66354 | metrics.Dice: -0.57076 | grad: 0.74871
[2019-05-27 17:20:13,934] Valid metrics: loss: 0.66373 | metrics.Dice: -0.55013

[2019-05-27 17:20:13,934] Epoch 80 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:22:14,512] Train metrics: loss: 0.66011 | metrics.Dice: -0.57363 | grad: 0.76282
[2019-05-27 17:22:14,513] Valid metrics: loss: 0.66310 | metrics.Dice: -0.55445

[2019-05-27 17:22:14,553] Epoch 81 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:24:28,206] Train metrics: loss: 0.66131 | metrics.Dice: -0.57338 | grad: 0.75132
[2019-05-27 17:24:28,207] Valid metrics: loss: 0.68327 | metrics.Dice: -0.54138

[2019-05-27 17:24:28,207] Epoch 82 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:26:33,026] Train metrics: loss: 0.66458 | metrics.Dice: -0.57073 | grad: 0.75832
[2019-05-27 17:26:33,027] Valid metrics: loss: 0.66510 | metrics.Dice: -0.55782

[2019-05-27 17:26:33,059] Epoch 83 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:28:35,243] Train metrics: loss: 0.65035 | metrics.Dice: -0.58012 | grad: 0.80554
[2019-05-27 17:28:35,243] Valid metrics: loss: 0.65091 | metrics.Dice: -0.56055

[2019-05-27 17:28:35,282] Epoch 84 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:30:38,128] Train metrics: loss: 0.65441 | metrics.Dice: -0.57809 | grad: 0.88674
[2019-05-27 17:30:38,129] Valid metrics: loss: 0.65848 | metrics.Dice: -0.55689

[2019-05-27 17:30:38,129] Epoch 85 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:32:45,498] Train metrics: loss: 0.65825 | metrics.Dice: -0.57609 | grad: 0.80221
[2019-05-27 17:32:45,498] Valid metrics: loss: 0.67118 | metrics.Dice: -0.54534

[2019-05-27 17:32:45,498] Epoch 86 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:34:53,752] Train metrics: loss: 0.65039 | metrics.Dice: -0.58018 | grad: 0.78079
[2019-05-27 17:34:53,752] Valid metrics: loss: 0.65528 | metrics.Dice: -0.55525

[2019-05-27 17:34:53,752] Epoch 87 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:36:56,194] Train metrics: loss: 0.65874 | metrics.Dice: -0.57493 | grad: 0.81236
[2019-05-27 17:36:56,194] Valid metrics: loss: 0.66850 | metrics.Dice: -0.55221

[2019-05-27 17:36:56,194] Epoch 88 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:38:58,600] Train metrics: loss: 0.65352 | metrics.Dice: -0.57921 | grad: 0.84999
[2019-05-27 17:38:58,600] Valid metrics: loss: 0.64417 | metrics.Dice: -0.56118

[2019-05-27 17:38:58,638] Epoch 89 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:41:02,777] Train metrics: loss: 0.64246 | metrics.Dice: -0.58456 | grad: 0.82908
[2019-05-27 17:41:02,777] Valid metrics: loss: 0.65907 | metrics.Dice: -0.55520

[2019-05-27 17:41:02,777] Epoch 90 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:43:11,328] Train metrics: loss: 0.64354 | metrics.Dice: -0.58451 | grad: 0.83007
[2019-05-27 17:43:11,328] Valid metrics: loss: 0.67372 | metrics.Dice: -0.54723

[2019-05-27 17:43:11,328] Epoch 91 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:45:12,974] Train metrics: loss: 0.64285 | metrics.Dice: -0.58490 | grad: 0.84532
[2019-05-27 17:45:12,974] Valid metrics: loss: 0.64442 | metrics.Dice: -0.56673

[2019-05-27 17:45:13,011] Epoch 92 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:47:17,468] Train metrics: loss: 0.64417 | metrics.Dice: -0.58526 | grad: 0.83786
[2019-05-27 17:47:17,469] Valid metrics: loss: 0.65306 | metrics.Dice: -0.56319

[2019-05-27 17:47:17,469] Epoch 93 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:49:19,701] Train metrics: loss: 0.63671 | metrics.Dice: -0.58911 | grad: 0.82149
[2019-05-27 17:49:19,701] Valid metrics: loss: 0.62487 | metrics.Dice: -0.57791

[2019-05-27 17:49:19,739] Epoch 94 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:51:35,854] Train metrics: loss: 0.62368 | metrics.Dice: -0.59780 | grad: 0.81346
[2019-05-27 17:51:35,855] Valid metrics: loss: 0.65030 | metrics.Dice: -0.56870

[2019-05-27 17:51:35,855] Epoch 95 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:53:37,992] Train metrics: loss: 0.63253 | metrics.Dice: -0.59247 | grad: 0.85977
[2019-05-27 17:53:37,992] Valid metrics: loss: 0.65860 | metrics.Dice: -0.56268

[2019-05-27 17:53:37,992] Epoch 96 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:55:41,658] Train metrics: loss: 0.63363 | metrics.Dice: -0.59175 | grad: 0.83369
[2019-05-27 17:55:41,659] Valid metrics: loss: 0.64632 | metrics.Dice: -0.56397

[2019-05-27 17:55:41,659] Epoch 97 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:57:42,761] Train metrics: loss: 0.63019 | metrics.Dice: -0.59390 | grad: 0.90719
[2019-05-27 17:57:42,761] Valid metrics: loss: 0.62717 | metrics.Dice: -0.57365

[2019-05-27 17:57:42,761] Epoch 98 | optimizer "Adam" | lr 0.0003
[2019-05-27 17:59:52,283] Train metrics: loss: 0.63695 | metrics.Dice: -0.59102 | grad: 0.88450
[2019-05-27 17:59:52,283] Valid metrics: loss: 0.64006 | metrics.Dice: -0.56960

[2019-05-27 17:59:52,283] Epoch 99 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:01:57,478] Train metrics: loss: 0.62474 | metrics.Dice: -0.59750 | grad: 0.87065
[2019-05-27 18:01:57,478] Valid metrics: loss: 0.64502 | metrics.Dice: -0.56919

[2019-05-27 18:01:57,478] Epoch 100 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:03:58,102] Train metrics: loss: 0.62035 | metrics.Dice: -0.59961 | grad: 0.88162
[2019-05-27 18:03:58,102] Valid metrics: loss: 0.64173 | metrics.Dice: -0.57016

[2019-05-27 18:03:58,102] Epoch 101 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:05:59,469] Train metrics: loss: 0.62164 | metrics.Dice: -0.59881 | grad: 0.91395
[2019-05-27 18:05:59,469] Valid metrics: loss: 0.67843 | metrics.Dice: -0.54554

[2019-05-27 18:05:59,469] Epoch 102 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:08:04,394] Train metrics: loss: 0.61912 | metrics.Dice: -0.60116 | grad: 0.91589
[2019-05-27 18:08:04,394] Valid metrics: loss: 0.64719 | metrics.Dice: -0.56760

[2019-05-27 18:08:04,394] Epoch 103 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:10:11,952] Train metrics: loss: 0.62358 | metrics.Dice: -0.59869 | grad: 0.89439
[2019-05-27 18:10:11,952] Valid metrics: loss: 0.64920 | metrics.Dice: -0.57146

[2019-05-27 18:10:11,952] Epoch 104 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:12:13,448] Train metrics: loss: 0.61334 | metrics.Dice: -0.60442 | grad: 0.90139
[2019-05-27 18:12:13,448] Valid metrics: loss: 0.62531 | metrics.Dice: -0.57989

[2019-05-27 18:12:13,486] Epoch 105 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:14:14,511] Train metrics: loss: 0.61230 | metrics.Dice: -0.60588 | grad: 0.88155
[2019-05-27 18:14:14,511] Valid metrics: loss: 0.64267 | metrics.Dice: -0.56760

[2019-05-27 18:14:14,511] Epoch 106 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:16:14,575] Train metrics: loss: 0.61280 | metrics.Dice: -0.60605 | grad: 0.89200
[2019-05-27 18:16:14,575] Valid metrics: loss: 0.62403 | metrics.Dice: -0.57686

[2019-05-27 18:16:14,576] Epoch 107 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:18:23,398] Train metrics: loss: 0.59942 | metrics.Dice: -0.61415 | grad: 0.88492
[2019-05-27 18:18:23,398] Valid metrics: loss: 0.63016 | metrics.Dice: -0.57264

[2019-05-27 18:18:23,398] Epoch 108 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:20:30,139] Train metrics: loss: 0.60945 | metrics.Dice: -0.60751 | grad: 0.95278
[2019-05-27 18:20:30,139] Valid metrics: loss: 0.63436 | metrics.Dice: -0.57712

[2019-05-27 18:20:30,139] Epoch 109 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:22:31,299] Train metrics: loss: 0.60717 | metrics.Dice: -0.61042 | grad: 0.92635
[2019-05-27 18:22:31,300] Valid metrics: loss: 0.62264 | metrics.Dice: -0.57897

[2019-05-27 18:22:31,300] Epoch 110 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:24:37,700] Train metrics: loss: 0.61432 | metrics.Dice: -0.60324 | grad: 0.93176
[2019-05-27 18:24:37,700] Valid metrics: loss: 0.65089 | metrics.Dice: -0.57226

[2019-05-27 18:24:37,700] Epoch 111 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:26:45,491] Train metrics: loss: 0.60395 | metrics.Dice: -0.61186 | grad: 0.90597
[2019-05-27 18:26:45,491] Valid metrics: loss: 0.64383 | metrics.Dice: -0.56985

[2019-05-27 18:26:45,491] Epoch 112 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:28:58,651] Train metrics: loss: 0.59606 | metrics.Dice: -0.61727 | grad: 0.90862
[2019-05-27 18:28:58,652] Valid metrics: loss: 0.63735 | metrics.Dice: -0.57199

[2019-05-27 18:28:58,652] Epoch 113 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:31:02,530] Train metrics: loss: 0.60406 | metrics.Dice: -0.61172 | grad: 0.95887
[2019-05-27 18:31:02,530] Valid metrics: loss: 0.62578 | metrics.Dice: -0.56882

[2019-05-27 18:31:02,530] Epoch 114 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:33:06,541] Train metrics: loss: 0.59979 | metrics.Dice: -0.61352 | grad: 0.90428
[2019-05-27 18:33:06,541] Valid metrics: loss: 0.62789 | metrics.Dice: -0.57851

[2019-05-27 18:33:06,541] Epoch 115 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:35:10,635] Train metrics: loss: 0.59711 | metrics.Dice: -0.61623 | grad: 0.89238
[2019-05-27 18:35:10,636] Valid metrics: loss: 0.62796 | metrics.Dice: -0.58270

[2019-05-27 18:35:10,674] Epoch 116 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:37:17,649] Train metrics: loss: 0.59024 | metrics.Dice: -0.61977 | grad: 0.96499
[2019-05-27 18:37:17,649] Valid metrics: loss: 0.61858 | metrics.Dice: -0.58902

[2019-05-27 18:37:17,702] Epoch 117 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:39:42,470] Train metrics: loss: 0.58682 | metrics.Dice: -0.62277 | grad: 0.94405
[2019-05-27 18:39:42,470] Valid metrics: loss: 0.61970 | metrics.Dice: -0.58650

[2019-05-27 18:39:42,470] Epoch 118 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:41:46,186] Train metrics: loss: 0.58273 | metrics.Dice: -0.62398 | grad: 0.93269
[2019-05-27 18:41:46,187] Valid metrics: loss: 0.62050 | metrics.Dice: -0.58646

[2019-05-27 18:41:46,187] Epoch 119 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:43:46,895] Train metrics: loss: 0.58464 | metrics.Dice: -0.62564 | grad: 0.92084
[2019-05-27 18:43:46,896] Valid metrics: loss: 0.61680 | metrics.Dice: -0.58149

[2019-05-27 18:43:46,896] Epoch 120 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:45:48,371] Train metrics: loss: 0.58612 | metrics.Dice: -0.62303 | grad: 0.99806
[2019-05-27 18:45:48,371] Valid metrics: loss: 0.61872 | metrics.Dice: -0.58724

[2019-05-27 18:45:48,371] Epoch 121 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:47:54,974] Train metrics: loss: 0.58837 | metrics.Dice: -0.62256 | grad: 0.98394
[2019-05-27 18:47:54,975] Valid metrics: loss: 0.65144 | metrics.Dice: -0.57586

[2019-05-27 18:47:54,975] Epoch 122 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:50:10,531] Train metrics: loss: 0.57705 | metrics.Dice: -0.62746 | grad: 0.93313
[2019-05-27 18:50:10,531] Valid metrics: loss: 0.62825 | metrics.Dice: -0.58441

[2019-05-27 18:50:10,532] Epoch 123 | optimizer "Adam" | lr 0.0003
[2019-05-27 18:52:14,508] Train metrics: loss: 0.57686 | metrics.Dice: -0.62896 | grad: 0.95257
[2019-05-27 18:52:14,509] Valid metrics: loss: 0.61293 | metrics.Dice: -0.59604

[2019-05-27 18:52:14,548] Epoch 124 | optimizer "Adam" | lr 0.0003
[2019-05-27 19:57:11,590] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:02:39,713] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:15:34,734] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:19:15,219] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:26:33,780] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:26:35,281] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 20:26:35,281] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:27:44,725] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:27:46,363] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 20:27:46,363] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:37:06,587] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_2_0.59604.pt', 'name_save': 'tt_3', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 20:37:08,025] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 20:37:08,025] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:39:30,098] Train metrics: loss: 0.56497 | metrics.Dice: -0.59005 | grad: 0.96325
[2019-05-27 20:39:30,098] Valid metrics: loss: 0.56224 | metrics.Dice: -0.58533

[2019-05-27 20:39:30,134] Epoch 1 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:41:33,852] Train metrics: loss: 0.53644 | metrics.Dice: -0.61083 | grad: 0.94408
[2019-05-27 20:41:33,852] Valid metrics: loss: 0.57091 | metrics.Dice: -0.57564

[2019-05-27 20:41:33,852] Epoch 2 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:43:36,833] Train metrics: loss: 0.52765 | metrics.Dice: -0.61830 | grad: 0.90247
[2019-05-27 20:43:36,833] Valid metrics: loss: 0.55343 | metrics.Dice: -0.59178

[2019-05-27 20:43:36,872] Epoch 3 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:45:39,219] Train metrics: loss: 0.51823 | metrics.Dice: -0.62611 | grad: 0.93449
[2019-05-27 20:45:39,219] Valid metrics: loss: 0.55705 | metrics.Dice: -0.58832

[2019-05-27 20:45:39,219] Epoch 4 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:47:41,226] Train metrics: loss: 0.51124 | metrics.Dice: -0.63062 | grad: 0.95294
[2019-05-27 20:47:41,227] Valid metrics: loss: 0.54315 | metrics.Dice: -0.59932

[2019-05-27 20:47:41,267] Epoch 5 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:49:43,990] Train metrics: loss: 0.51020 | metrics.Dice: -0.63153 | grad: 0.98380
[2019-05-27 20:49:43,990] Valid metrics: loss: 0.54566 | metrics.Dice: -0.60147

[2019-05-27 20:49:44,032] Epoch 6 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:51:45,687] Train metrics: loss: 0.50294 | metrics.Dice: -0.63530 | grad: 0.88781
[2019-05-27 20:51:45,687] Valid metrics: loss: 0.53445 | metrics.Dice: -0.60687

[2019-05-27 20:51:45,733] Epoch 7 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:53:47,324] Train metrics: loss: 0.50209 | metrics.Dice: -0.63725 | grad: 0.88331
[2019-05-27 20:53:47,324] Valid metrics: loss: 0.54608 | metrics.Dice: -0.60180

[2019-05-27 20:53:47,324] Epoch 8 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:55:53,270] Train metrics: loss: 0.49717 | metrics.Dice: -0.64133 | grad: 0.93087
[2019-05-27 20:55:53,271] Valid metrics: loss: 0.55609 | metrics.Dice: -0.59276

[2019-05-27 20:55:53,271] Epoch 9 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:57:54,989] Train metrics: loss: 0.49080 | metrics.Dice: -0.64567 | grad: 0.92546
[2019-05-27 20:57:54,989] Valid metrics: loss: 0.54718 | metrics.Dice: -0.59784

[2019-05-27 20:57:54,989] Epoch 10 | optimizer "Adam" | lr 0.0003
[2019-05-27 20:59:55,363] Train metrics: loss: 0.48831 | metrics.Dice: -0.64754 | grad: 0.93316
[2019-05-27 20:59:55,363] Valid metrics: loss: 0.53472 | metrics.Dice: -0.61005

[2019-05-27 20:59:55,401] Epoch 11 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:01:54,878] Train metrics: loss: 0.49232 | metrics.Dice: -0.64540 | grad: 0.98736
[2019-05-27 21:01:54,879] Valid metrics: loss: 0.53840 | metrics.Dice: -0.60810

[2019-05-27 21:01:54,879] Epoch 12 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:03:56,639] Train metrics: loss: 0.48226 | metrics.Dice: -0.65127 | grad: 0.94432
[2019-05-27 21:03:56,639] Valid metrics: loss: 0.55830 | metrics.Dice: -0.59437

[2019-05-27 21:03:56,639] Epoch 13 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:05:57,986] Train metrics: loss: 0.48569 | metrics.Dice: -0.65031 | grad: 0.98102
[2019-05-27 21:05:57,987] Valid metrics: loss: 0.56096 | metrics.Dice: -0.59214

[2019-05-27 21:05:57,987] Epoch 14 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:07:58,907] Train metrics: loss: 0.48082 | metrics.Dice: -0.65273 | grad: 0.93097
[2019-05-27 21:07:58,907] Valid metrics: loss: 0.54706 | metrics.Dice: -0.59896

[2019-05-27 21:07:58,907] Epoch 15 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:09:59,746] Train metrics: loss: 0.47021 | metrics.Dice: -0.66104 | grad: 0.89792
[2019-05-27 21:09:59,746] Valid metrics: loss: 0.54497 | metrics.Dice: -0.60809

[2019-05-27 21:09:59,747] Epoch 16 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:11:59,382] Train metrics: loss: 0.47160 | metrics.Dice: -0.66035 | grad: 0.92321
[2019-05-27 21:11:59,382] Valid metrics: loss: 0.54307 | metrics.Dice: -0.60304

[2019-05-27 21:11:59,382] Epoch 17 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:14:00,656] Train metrics: loss: 0.46974 | metrics.Dice: -0.66203 | grad: 0.93820
[2019-05-27 21:14:00,657] Valid metrics: loss: 0.54676 | metrics.Dice: -0.60478

[2019-05-27 21:14:00,657] Epoch 18 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:16:02,388] Train metrics: loss: 0.46109 | metrics.Dice: -0.66752 | grad: 0.92869
[2019-05-27 21:16:02,388] Valid metrics: loss: 0.53956 | metrics.Dice: -0.60378

[2019-05-27 21:16:02,388] Epoch 19 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:18:03,556] Train metrics: loss: 0.46366 | metrics.Dice: -0.66633 | grad: 0.96098
[2019-05-27 21:18:03,556] Valid metrics: loss: 0.55907 | metrics.Dice: -0.59224

[2019-05-27 21:18:03,556] Epoch 20 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:20:05,194] Train metrics: loss: 0.46011 | metrics.Dice: -0.66804 | grad: 0.96994
[2019-05-27 21:20:05,195] Valid metrics: loss: 0.52165 | metrics.Dice: -0.61898

[2019-05-27 21:20:05,232] Epoch 21 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:22:06,876] Train metrics: loss: 0.45643 | metrics.Dice: -0.67160 | grad: 0.97321
[2019-05-27 21:22:06,876] Valid metrics: loss: 0.55189 | metrics.Dice: -0.60183

[2019-05-27 21:22:06,876] Epoch 22 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:26:51,347] Starting training with params:
{'name': '3d_unet_with_transform_organ_26_27_new/0', 'model': 'models_zoo.segmentation.unet3d.Modified3DUNet', 'model_params': {'n_classes': 1}, 'loss': 'losses.LossBinaryDice', 'loss_params': {}, 'metrics': ['metrics.Dice'], 'steps_per_epoch': 2500, 'new_save': True, 'weights': '../weights/3d_unet_with_transform_organ_26_27_new/0/tt_3_0.61898.pt', 'name_save': 'tt_4', 'save_dir': PosixPath('../weights/3d_unet_with_transform_organ_26_27_new/0')}


[2019-05-27 21:26:52,882] Starting stage:
{'load_best': False, 'optimizer': 'Adam', 'optimizer_params': {'lr': 0.0003}, 'scheduler': 'ReduceLROnPlateau', 'scheduler_params': {'patience': 15, 'factor': 0.5, 'min_lr': 1e-06, 'verbose': True}, 'epochs': 500, 'augmentation': 'mix_transform'}

[2019-05-27 21:26:52,882] Epoch 0 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:29:11,597] Train metrics: loss: 0.48837 | metrics.Dice: -0.64964 | grad: 1.14539
[2019-05-27 21:29:11,597] Valid metrics: loss: 0.54144 | metrics.Dice: -0.60151

[2019-05-27 21:29:11,633] Epoch 1 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:31:12,004] Train metrics: loss: 0.47681 | metrics.Dice: -0.65644 | grad: 0.95783
[2019-05-27 21:31:12,005] Valid metrics: loss: 0.53608 | metrics.Dice: -0.60875

[2019-05-27 21:31:12,043] Epoch 2 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:33:12,313] Train metrics: loss: 0.47430 | metrics.Dice: -0.65824 | grad: 0.94333
[2019-05-27 21:33:12,313] Valid metrics: loss: 0.53690 | metrics.Dice: -0.60903

[2019-05-27 21:33:12,351] Epoch 3 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:35:11,412] Train metrics: loss: 0.46986 | metrics.Dice: -0.66067 | grad: 0.94598
[2019-05-27 21:35:11,412] Valid metrics: loss: 0.53315 | metrics.Dice: -0.61257

[2019-05-27 21:35:11,449] Epoch 4 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:37:12,197] Train metrics: loss: 0.46744 | metrics.Dice: -0.66384 | grad: 0.94135
[2019-05-27 21:37:12,197] Valid metrics: loss: 0.53144 | metrics.Dice: -0.61581

[2019-05-27 21:37:12,235] Epoch 5 | optimizer "Adam" | lr 0.0003
[2019-05-27 21:39:13,470] Train metrics: loss: 0.46837 | metrics.Dice: -0.66337 | grad: 0.97029
[2019-05-27 21:39:13,470] Valid metrics: loss: 0.54817 | metrics.Dice: -0.59855

[2019-05-27 21:39:13,470] Epoch 6 | optimizer "Adam" | lr 0.0003
